mtu,tx bps(Gbps)
1518,0
1518,0
1518,0
1518,0.00048
1518,0
1518,0
1518,0
1518,0
1518,0
1518,0
1518,0
1518,0
1518,0
1518,0
1518,0
1518,0
1518,0
1518,0
1518,0
1518,0
1518,0
1518,0
1518,0
1518,0
1518,0
1518,0
1518,0
1518,0
1518,0
1518,0
1518,0
1518,0
1518,0
1518,0
1518,0
1518,0
1518,0
1518,0
1518,0
1518,0
